1.Reference_Cantonese_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
兒童被送往寄養中心的原因眾多，包括疏於照顧、虐待，甚至勒索。	而同被送往寄養中心的原因更多包括soft於照顧、虐待甚至勒索	兒 童 被 送 往 寄 養 中 心 的 原 因 眾 多 包 括 疏 於 照 顧 、虐 待 甚 至 勒 索	And the reasons for being sent to foster care are more soft than care, abuse, even blackmail.
這些伴侶可以選擇計畫領養他們的孩子。	仔細伴侶可以選擇計劃令人貪污的孩子	這 些 伴 侶 可 以 選 擇 計 畫 領 養 他 們 的 孩 子	A careful partner can choose to plan a child that is corrupt.
英國殖民者把這裡據為已有，因此如果想在這片土地上尋找殖民歷史的證據，這裡是個不錯的起點。	英國殖民者霸著謝旅居為己優,因此如果上了謝片土地上,尋找殖民歷史的證據,就是女士的不錯的氣點。	英 國 殖 民 者 把 這 裡 據 為 已 有 因 此 如 果 想 在 這 片 土 地 上 尋 找 殖 民 歷 史 的 證 據 這 裡 是 個 不 錯 的 起 點	The British colonists were so eager to travel, so if you went to the land to look for evidence of colonial history, it was a good idea for the lady.
同一個月，在馬什哈德有另一架民航客機滑行衝出跑道、撞上一面牆、並造成十七人死亡。	同一個月進馬沈哈德和另一架民航客機劃行衝出跑道撞上一面牆並造成17人死亡。	同 一 個 月 在 馬 什 哈 德 有 另 一 架 民 航 客 機 滑 行 衝 出 跑 道 、撞 上 一 面 牆 、並 造 成 十 七 人 死 亡	The same month, Ma's Shenhad and another civil aviation passenger plane crashed into a wall and killed 17 people.
有些郵輪行程手冊中介紹了德國柏林。如上方地圖所示，柏林並不靠海，因此造訪此城的花費並不包含在郵輪費用中。	有些郵輪行程搜刷中介紹料德國柏林,如上方地圖所示,柏林並不靠海,因此造訪此成的花費並不包括在郵輪費用中。	有 些 郵 輪 行 程 手 冊 中 介 紹 了 德 國 柏 林 如 上 方 地 圖 所 示 柏 林 並 不 靠 海 因 此 造 訪 此 城 的 花 費 並 不 包 含 在 郵 輪 費 用 中	Some postcards show Berlin in Germany, as shown on the map above, Berlin is not by sea, so the cost of visiting this place is not included in the postal costs.
這座山洞位於麥加北方的一座山頂上，徹底與外面的世界隔絕。	借助山洞位於麥加北方的一座山頂上,徹底於外面的世界隔絕。	這 座 山 洞 位 於 麥 加 北 方 的 一 座 山 頂 上 徹 底 與 外 面 的 世 界 隔 絕	It is a cave on a mountain to the north of Mecca, completely isolated from the outside world.
較傳統的教堂通常會在復活節週末的週六夜晚舉辦一場復活節守夜祈禱會，午夜到來時，參與的信眾會一齊慶祝耶穌的復活。	教傳統的教堂通常會在復活節週末的週六晚上舉辦一場復活節首夜祈禱會。五夜到來時,參與的信眾會一起慶祝耶穌得復活。	較 傳 統 的 教 堂 通 常 會 在 復 活 節 週 末 的 週 六 夜 晚 舉 辦 一 場 復 活 節 守 夜 祈 禱 會 午 夜 到 來 時 參 與 的 信 眾 會 一 齊 慶 祝 耶 穌 的 復 活	Traditional churches usually hold an Easter evening prayer meeting on Easter weekend on Saturday night; at five o'clock, the participants celebrate Jesus' resurrection together.
蘇達班自 1966 年起即為野生動物保護區，目前該地區估計有 400 隻孟加拉虎，以及約 30,000 隻梅花鹿。	蘇達班至1966年起即為野生動物保護它目前該地區估計有400隻孟加拉虎以及約3萬隻梅花鹿	蘇 達 班 自 1966 年 起 即 為 野 生 動 物 保 護 區 目 前 該 地 區 估 計 有 400 隻 孟 加 拉 虎 以 及 約 30,000 隻 梅 花 鹿	Since 1966, Sudaran has been a wildlife sanctuary and currently has an estimated 400 Bengal tigers and 30,000 elk.
植物製造人類吸入的氧氣，並吸收人類呼出的二氧化碳。	植物製造人類吸入的氧氣並吸收人類呼出的二氧化碳	植 物 製 造 人 類 吸 入 的 氧 氣 並 吸 收 人 類 呼 出 的 二 氧 化 碳	Plants produce the oxygen that humans inhale and absorb the carbon dioxide that humans inhale.
利金斯 (Liggins) 爵士於醫院任職時，就會利用下班後的時間研究早產現象。	你今次這件事著視於醫院任職時,就會利用下班後的時間研究組產現象。	利 金 斯 liggins 爵 士 於 醫 院 任 職 時 就 會 利 用 下 班 後 的 時 間 研 究 早 產 現 象	And when you look at this as a hospital worker, you're going to use the time after work to study the phenomenon of productivity.
他們搭乘馬車返回巴黎，沿途被一群暴民包圍，民眾對著國王和王后叫囂、口出威脅。	他們搭乘馬車返回巴黎,沿途被一群暴民包圍,民眾對國王和皇后叫囂口出威脅。	他 們 搭 乘 馬 車 返 回 巴 黎 沿 途 被 一 群 暴 民 包 圍 民 眾 對 著 國 王 和 王 后 叫 囂 、口 出 威 脅	And they returned to their chariots, and were surrounded by a mob, and they shouted at the king and the queen.
具有名副其實的「隱形管理團隊」（摘自 Larson and LaFasto 1989 年的著作，第 109 頁） 也是個構成虛擬團隊的獨特要素。	具有名副其實的隱形管理團隊雜誌Lars & Alavazco 1989年處在第109頁,有時構成虛擬團隊的獨特要素。	具 有 名 副 其 實 的 「隱 形 管 理 團 隊 」摘 自 larson and lafasto 1989 年 的 著 作 第 109 頁 也 是 個 構 成 虛 擬 團 隊 的 獨 特 要 素	The anonymously named Invisibility Management Team magazine Lars & Alavazco appeared on page 109 in 1989, and sometimes formed the unique element of virtual teams.
雷頓在與總理的會面中，請求修改保守黨的環境法案，要求「全面徹底改寫」保守黨所提的環境法案。	雷頓在與總理的會面中請求修改保守黨的環境法案,要求全面徹底改寫保守黨所提的環境法案。	雷 頓 在 與 總 理 的 會 面 中 請 求 修 改 保 守 黨 的 環 境 法 案 要 求 「全 面 徹 底 改 寫 」保 守 黨 所 提 的 環 境 法 案	In a meeting with the Prime Minister, Reaton called for a change in the Conservative environmental bill, demanding a complete and thorough overhaul of the environmental bill the Conservatives had proposed.
此座橋計劃於 2017 年 9 月－也就是巴西海關檢查站預計完工之時－全面通車。	此助橋計劃於2017年9月也就是巴西海關檢查站預計員工之時全面通車	此 座 橋 計 劃 於 2017 年 9 月 －也 就 是 巴 西 海 關 檢 查 站 預 計 完 工 之 時 －全 面 通 車	The bridge is scheduled to be fully operational by September 2017, when the Brazilian customs office is expected to have full traffic.
警官錢德拉·謝哈爾·索蘭基說被告蒙面出庭。	警官前德拉、謝哈爾、索蘭基說被告蒙面出庭。	警 官 錢 德 拉 ·謝 哈 爾 ·索 蘭 基 說 被 告 蒙 面 出 庭	Former police officers Dera, Sehar, and Soranki said the accused were in court disguised.
羅馬各處架設了幾面巨型電視螢幕，讓人民觀看儀式。	羅馬各處加設了幾面巨型電視螢幕讓人民觀看儀式	羅 馬 各 處 架 設 了 幾 面 巨 型 電 視 螢 幕 讓 人 民 觀 看 儀 式	There were huge TV screens all over Rome to show people the ritual.
一般來說，主管開始領導昔日的同儕時，有可能產生兩種行為。其中一種是試圖維持自己仍為同儕圈子裡的一員。	一般来说主管开始令到昔日的同齐事有可能产生两种行为其中一种是试图维持自己认为同济圈子的一员	一 般 來 說 主 管 開 始 領 導 昔 日 的 同 儕 時 有 可 能 產 生 兩 種 行 為 其 中 一 種 是 試 圖 維 持 自 己 仍 為 同 儕 圈 子 裡 的 一 員	Generally speaking, the executive begins to make the former co-operative possible by creating two behaviors: one is trying to keep himself as part of the social circle.
通常把這些事件發生的時代稱為中古盛期，也就是歐洲歷史的 11、12 和 13 世紀（西元 1000–1300 年）。	通常把謝謝事件發生的時代稱為中古聖期也就是歐洲歷史的十一、十二和十三世紀西元一千至一千三百年	通 常 把 這 些 事 件 發 生 的 時 代 稱 為 中 古 盛 期 也 就 是 歐 洲 歷 史 的 11、12 和 13 世 紀 西 元 1000–1300 年	The period of Thanksgiving is commonly referred to as the Middle Holy Age, or the 11th, 12th, and 13th centuries of European history, between 1000 and 1300 CE.
根據洩漏的文件，該文件將提及巴勒斯坦希望以 1967 年中東戰爭之前的邊界為基礎這樁邊界糾紛。	根據洩漏的文件該文件將提及的巴勒斯坦希望以1967年中東戰爭之前的邊界為基礎借鑽邊界的糾紛。	根 據 洩 漏 的 文 件 該 文 件 將 提 及 巴 勒 斯 坦 希 望 以 1967 年 中 東 戰 爭 之 前 的 邊 界 為 基 礎 這 樁 邊 界 糾 紛	The leaked document highlights Palestinian hopes of borrowing from the border tension that preceded the 1967 Middle East war.
此座橋計劃於 2017 年 9 月－也就是巴西海關檢查站預計完工之時－全面通車。	此助橋計劃於2017年9月也就是巴西海關檢查站預計員工之時全面通車	此 座 橋 計 劃 於 2017 年 9 月 －也 就 是 巴 西 海 關 檢 查 站 預 計 完 工 之 時 －全 面 通 車	The bridge is scheduled to be fully operational by September 2017, when the Brazilian customs office is expected to have full traffic.
「文明」這個詞來自拉丁文的「civilis」，意思是「公民的」。它與拉丁文中的「civis」和「civitas」有關，意思分別是「公民」和「城市或城邦」，這在某方面來說也定義了社會的規模。	文明者的詞來自賴丁文的Civilus,意思是公文的,他有賴丁文中的Civilus和Civilitas有關,意思分別是公文或城市或城邦,則在某方面來說一定要涉及社會規模。	「文 明 」這 個 詞 來 自 拉 丁 文 的 「civilis」意 思 是 「公 民 的 」它 與 拉 丁 文 中 的 「civis」和 「civitas」有 關 意 思 分 別 是 「公 民 」和 「城 市 或 城 邦 」這 在 某 方 面 來 說 也 定 義 了 社 會 的 規 模	The word civilization comes from the Latin civilus, which means civilized, and it is related to the Latin civilus and civlitas, which means civilized or city or city state, but in some way it must involve social scale.
強烈建議遊客注意惡劣天氣是否可能影響到旅行地區，因為惡劣天氣可能會影響旅遊計畫。	強烈建議遊客注意惡劣天氣是否可能影響到旅行地區因為惡劣天氣可能會影響旅遊計劃	強 烈 建 議 遊 客 注 意 惡 劣 天 氣 是 否 可 能 影 響 到 旅 行 地 區 因 為 惡 劣 天 氣 可 能 會 影 響 旅 遊 計 畫	It is strongly recommended that tourists pay attention to whether bad weather may affect the travel area, as bad weather may affect the travel plans.
香港島是香港特別行政區之名的由來，也是許多旅客的觀光重點。	香港導致香港特別行政區知名的由來也是許多旅客的觀光重點	香 港 島 是 香 港 特 別 行 政 區 之 名 的 由 來 也 是 許 多 旅 客 的 觀 光 重 點	Hong Kong is known for its special administrative region, which is also a tourist attraction.
整個 1960 年代，布里辛斯基擔任過約翰．甘迺迪的顧問及林登．詹森的幕僚。	整個1960年代布里辛斯基丹過約翰金賴迪迪顧問及林登尖心的幕僚。	整 個 1960 年 代 布 里 辛 斯 基 擔 任 過 約 翰 ．甘 迺 迪 的 顧 問 及 林 登 ．詹 森 的 幕 僚	Brysniskidnes was a leading figure in the 1960s, and he was a mentor to John Kinsey and Lincoln's cabinet.
最後許多小型貓（偶有家貓）也會捕食為數眾多的小型獵物，包括昆蟲、齧齒類動物、蜥蜴和鳥類。	最後許多小翼貓,偶有家貓,又會報食為數中多的小型獵物,包括昆蟲,寶寺類動物,蜥蜴和鳥類。	最 後 許 多 小 型 貓 偶 有 家 貓 也 會 捕 食 為 數 眾 多 的 小 型 獵 物 包 括 昆 蟲 、齧 齒 類 動 物 、蜥 蜴 和 鳥 類	Finally, many small-wing cats, even domestic cats, report eating a large number of small prey, including insects, mammals, reptiles and birds.
在部隊進駐前，海地自十八世紀以來從未發生過與霍亂有關的問題。	在部隊進駐前,海地至18世紀以來從未發生過與霍亂有關的問題。	在 部 隊 進 駐 前 海 地 自 十 八 世 紀 以 來 從 未 發 生 過 與 霍 亂 有 關 的 問 題	Before the troops arrived, there had been no cholera-related problems in Haiti since the 18th century.
